feedback_id,customer_id,type,channel,sentiment,message,created_at,nps_score,resolved
FB-00613,CUST-0386,support,email,neutral,Como recupero a fatura?,2025-01-01,,True
FB-00614,CUST-0387,feature_request,plataforma,neutral,Seria ótimo ter alertas por email,2025-04-27,,False
FB-00615,CUST-0387,support,nps,neutral,Posso mudar de plano?,2023-02-06,6,True
FB-00616,CUST-0387,praise,plataforma,positive,Equipe atenciosa,2023-05-15,,False
FB-00617,CUST-0388,feature_request,nps,neutral,SSO via Okta,2023-08-16,6,True
FB-00618,CUST-0388,feature_request,email,neutral,Falta integração com HubSpot,2023-10-23,,False
FB-00619,CUST-0389,bug,plataforma,negative,Integração com API retorna timeout,2023-04-08,,False
FB-00620,CUST-0389,bug,formulario,negative,Integração com API retorna timeout,2024-12-20,,False
FB-00621,CUST-0389,bug,plataforma,negative,Relatório gerado em branco,2023-08-29,,True
FB-00622,CUST-0391,feature_request,nps,neutral,Falta integração com HubSpot,2023-09-14,6,
FB-00623,CUST-0392,complaint,plataforma,negative,Tempo de resposta do suporte muito alto,2025-05-18,,True
FB-00624,CUST-0392,praise,formulario,positive,Funcionalidade impecável,2023-12-11,,True
FB-00625,CUST-0392,support,suporte,neutral,Como faço para adicionar usuários?,2024-11-15,,False
FB-00626,CUST-0392,support,suporte,neutral,Como faço para adicionar usuários?,2024-11-15,,False
FB-00627,CUST-0393,praise,nps,positive,Equipe atenciosa,2024-12-27,8,True
FB-00628,CUST-0393,praise,plataforma,positive,Plataforma excelente!,2025-01-22,,False
FB-00629,CUST-0394,feature_request,formulario,neutral,Seria ótimo ter alertas por email,2024-08-09,,False
FB-00630,CUST-0394,feature_request,formulario,neutral,Seria ótimo ter alertas por email,2024-08-09,,False
FB-00631,CUST-0395,feature_request,plataforma,neutral,Seria ótimo ter alertas por email,2024-12-20,,True
FB-00632,CUST-0395,praise,formulario,positive,Plataforma excelente!,2025-02-06,,False
FB-00633,CUST-0395,feature_request,formulario,neutral,SSO via Okta,2022-11-13,,True
FB-00634,CUST-0397,support,formulario,neutral,Como faço para adicionar usuários?,2024-10-09,,True
FB-00635,CUST-0397,complaint,formulario,negative,Tempo de resposta do suporte muito alto,2024-06-03,,False
FB-00636,CUST-0397,complaint,nps,negative,Sem retorno do CSM,2024-06-16,4,False
FB-00637,CUST-0397,support,email,neutral,Como faço para adicionar usuários?,2024-01-27,,
FB-00638,CUST-0398,praise,plataforma,positive,Equipe atenciosa,2025-03-30,,True
FB-00639,CUST-0398,bug,nps,negative,Relatório gerado em branco,2025-04-06,3,True
FB-00640,CUST-0400,feature_request,formulario,neutral,Seria ótimo ter alertas por email,2025-01-31,,False
FB-00641,CUST-0400,feature_request,nps,neutral,Falta integração com HubSpot,2025-04-27,7,True
